response_id	property_id	stay_date_weekday	season	purpose	channel	loyalty_tier	room_type	stay_nights	lead_time_days	rate_usd	issue_reported	cleanliness_score	staff_friendliness_score	checkin_score	room_comfort_score	value_for_money_score	wifi_score	breakfast_score	noise_level_score	problem_resolution_score	overall_satisfaction_score	likelihood_to_recommend	comment_text
R002821	H016	Fri	Spring	Business	OTA	None	Standard	6	20	182.24	1	7	8	8	7	9	7	6	5	5	6	4	good coffee; okay overall
R002822	H012	Sun	Summer	Leisure	OTA	None	Standard	2	24	138.6	0	8	5	5	7	6	6	5	8	4	6	6	long line at check-in; front desk was unhelpful; okay overall
R002823	H001	Sat	Summer	Business	Direct	None	Standard	2	12	142.2	0	3	2	3	4	6	2	2	5	5	3	2	great view from the room; needs improvement
R002824	H004	Sun	Fall	Leisure	Direct	Silver	Premium	4	18	164.69	0	4	7	3	6	6	3	3	5	9	5	6	slow response from staff; keys didn’t work at first; could be better
R002825	H010	Sun	Spring	Leisure	Group	Silver	Standard	7	8	117.33	0	5	4	6	3	4	6	8	6	6	5	4	quiet at night; room was spotless; could be better
R002826	H008	Mon	Summer	Leisure	Direct	Gold	Premium	5	36	110.32	0	5	5	3	6	6	8	7	8	4	5	6	slow response from staff; okay overall
R002827	H020	Wed	Summer	Business	Corporate	Gold	Standard	2	2	169.62	0	8	9	10	9	7	8	9	10	9	9	9	wifi kept dropping; great stay overall
R002828	H003	Wed	Winter	Business	Direct	None	Standard	7	8	234.37	0	5	3	3	5	6	6	3	5	5	4	4	check-in was quick; not what I expected
R002829	H001	Mon	Summer	Leisure	Corporate	Gold	Standard	5	13	80.0	0	7	4	6	4	4	4	6	3	4	4	2	mobile check-in worked well; won’t be back
R002830	H012	Sat	Winter	Leisure	Direct	None	Standard	3	47	151.51	0	7	6	6	7	7	7	8	4	5	7	8	breakfast was crowded; fees felt high; okay overall
R002831	H020	Sun	Fall	Business	Group	None	Standard	3	27	191.35	1	4	8	7	6	6	5	5	7	8	6	6	check-in was quick; okay overall
R002832	H001	Fri	Summer	Business	OTA	Silver	Standard	5	8	239.34	0	4	6	1	5	2	6	4	4	2	3	4	mobile check-in worked well; not what I expected
R002833	H017	Sun	Winter	Business	Direct	None	Standard	7	28	282.99	0	4	4	4	2	4	3	4	4	6	5	4	could hear neighbors; wifi kept dropping; okay overall
R002834	H020	Fri	Summer	Leisure	OTA	None	Standard	4	24	159.53	0	4	5	3	3	6	8	2	2	5	4	4	fees felt high; won’t be back
R002835	H009	Thu	Fall	Leisure	OTA	None	Standard	6	21	293.35	0	1	5	1	2	4	2	4	3	2	2	2	great view from the room; needs improvement
R002836	H009	Tue	Spring	Leisure	Direct	None	Premium	5	26	202.33	0	8	8	4	6	3	8	9	7	6	7	7	AC was loud; could be better
R002837	H020	Sun	Fall	Leisure	Direct	Diamond	Standard	1	19	223.85	0	9	5	6	8	6	7	5	6	6	6	5	slow response from staff; could be better
R002838	H013	Fri	Winter	Business	Corporate	None	Standard	6	20	111.08	0	4	3	1	3	3	6	1	4	1	3	3	great view from the room; needs improvement
R002839	H011	Wed	Winter	Business	Corporate	Silver	Standard	4	0	202.2	0	5	3	7	7	6	4	2	4	4	5	5	wifi was weak in the room; breakfast was crowded; could be better
R002840	H006	Mon	Summer	Business	Direct	Diamond	Standard	4	35	229.03	0	4	4	1	4	1	3	5	2	1	3	2	could hear neighbors; keys didn’t work at first; won’t be back
R002841	H019	Sat	Spring	Leisure	Corporate	Silver	Standard	5	13	133.64	1	2	4	4	5	4	4	5	5	5	4	4	hallways felt dirty; won’t be back
R002842	H006	Sat	Fall	Business	Direct	None	Standard	1	3	80.0	0	3	6	6	4	1	4	3	2	5	5	8	staff was friendly; could be better
R002843	H008	Thu	Summer	Business	Direct	Diamond	Premium	7	12	183.94	0	4	4	4	3	2	2	6	5	1	4	4	good value; maintenance fixed it; needs improvement
R002844	H017	Sun	Summer	Business	OTA	None	Standard	7	12	162.1	0	4	2	3	2	1	1	4	2	1	2	3	maintenance fixed it; not what I expected
R002845	H011	Wed	Summer	Business	Direct	None	Standard	7	8	255.66	0	3	4	3	2	1	4	1	3	5	4	6	breakfast was great; won’t be back
R002846	H016	Sun	Summer	Leisure	Direct	Silver	Standard	5	27	142.7	0	5	7	5	8	7	6	7	7	7	7	8	took too long to address; bed was comfortable; could be better
R002847	H020	Fri	Summer	Business	OTA	None	Premium	2	30	132.7	0	4	5	3	6	3	5	4	7	5	4	5	slow response from staff; won’t be back
R002848	H013	Sat	Summer	Business	Direct	Gold	Standard	5	0	104.71	0	1	1	3	4	3	1	2	3	1	3	3	breakfast was crowded; wifi was fast; won’t be back
R002849	H004	Sun	Fall	Leisure	Direct	None	Standard	2	12	137.19	0	4	4	4	5	4	6	4	5	3	6	5	bed was comfortable; okay overall
R002850	H016	Sat	Summer	Business	Corporate	Silver	Standard	4	13	335.02	1	10	10	9	9	6	10	10	9	10	9	10	internet was reliable; would definitely return
R002851	H012	Wed	Spring	Business	OTA	Gold	Standard	6	16	80.0	0	5	6	7	5	7	4	6	7	8	6	5	fees felt high; met expectations
R002852	H004	Sat	Summer	Business	Corporate	Diamond	Standard	2	38	94.88	0	5	6	5	6	5	7	5	7	6	4	6	hallways felt dirty; needs improvement
R002853	H003	Thu	Spring	Leisure	OTA	None	Standard	4	8	171.74	0	5	3	7	5	4	5	4	6	3	5	6	room was spotless; met expectations
R002854	H019	Mon	Spring	Business	OTA	None	Standard	4	37	293.47	0	5	3	6	4	2	5	5	1	2	4	2	breakfast was great; not what I expected
R002855	H003	Fri	Spring	Leisure	Direct	Diamond	Standard	7	16	219.49	1	5	2	6	4	5	6	6	6	2	3	3	could hear neighbors; not what I expected
R002856	H010	Thu	Spring	Leisure	Corporate	Silver	Standard	4	37	268.14	1	7	8	10	8	6	10	5	7	9	8	9	good coffee; reasonable rate; okay overall
R002857	H020	Thu	Winter	Leisure	Direct	None	Standard	3	14	151.9	0	6	7	8	8	7	7	9	6	7	8	7	internet was reliable; okay overall
R002858	H018	Wed	Fall	Business	Direct	None	Standard	3	13	91.59	0	5	4	6	5	6	5	6	3	1	4	4	cleaning was excellent; not what I expected
R002859	H017	Mon	Fall	Leisure	Corporate	Gold	Standard	3	18	148.05	1	9	7	10	9	7	10	6	8	7	8	7	bed was comfortable; great service from the team; okay overall
R002860	H015	Tue	Spring	Business	Corporate	Silver	Standard	2	34	167.52	0	2	2	3	2	1	1	1	3	6	3	4	wifi kept dropping; not what I expected
R002861	H010	Sat	Fall	Business	OTA	Silver	Premium	5	20	175.66	0	6	6	5	5	7	3	7	6	3	6	5	great view from the room; mobile check-in worked well; okay overall
R002862	H006	Tue	Fall	Business	Direct	Gold	Premium	6	21	162.16	0	6	6	7	7	2	7	5	7	10	6	7	could hear neighbors; fees felt high; could be better
R002863	H018	Fri	Fall	Business	Direct	None	Standard	2	26	210.44	1	7	5	5	7	8	5	4	9	7	6	6	breakfast was crowded; met expectations
R002864	H012	Thu	Winter	Business	OTA	None	Standard	4	7	132.28	0	5	7	4	5	8	7	6	4	8	6	6	quiet at night; okay overall
R002865	H008	Tue	Spring	Business	Corporate	Silver	Premium	6	22	119.37	0	2	4	2	3	3	1	1	4	5	3	1	good coffee; keys didn’t work at first; not what I expected
R002866	H020	Wed	Summer	Business	OTA	Gold	Standard	5	10	102.72	0	7	7	8	5	9	9	7	8	10	8	8	overpriced for what you get; okay overall
R002867	H008	Wed	Summer	Business	Direct	None	Standard	1	36	187.3	0	1	1	3	3	3	3	3	2	2	2	1	street noise was noticeable; not what I expected
R002868	H001	Sun	Summer	Leisure	Direct	Silver	Standard	1	23	181.35	0	4	6	7	8	3	7	5	6	7	5	4	bathroom could be cleaner; noise from hallway; met expectations
R002869	H013	Sun	Summer	Leisure	OTA	None	Standard	1	26	240.49	0	4	3	6	5	2	2	3	5	3	3	2	fees felt high; not what I expected
R002870	H009	Wed	Fall	Business	OTA	None	Premium	4	0	267.82	1	4	5	5	4	4	3	5	9	3	4	4	good coffee; mobile check-in worked well; not what I expected
R002871	H013	Mon	Fall	Leisure	Direct	Diamond	Premium	7	26	102.56	1	7	6	9	8	9	10	8	4	9	9	9	front desk was unhelpful; would definitely return
R002872	H013	Fri	Summer	Business	Direct	None	Premium	1	16	176.41	0	7	10	8	4	5	7	10	10	3	7	7	took too long to address; okay overall
R002873	H013	Wed	Fall	Business	Direct	None	Standard	5	1	162.68	1	3	3	5	4	4	3	1	2	8	3	2	slow response from staff; needs improvement
R002874	H007	Thu	Fall	Business	Direct	Gold	Standard	6	19	82.8	0	4	5	8	8	4	7	6	8	4	6	6	could hear neighbors; internet was reliable; met expectations
R002875	H006	Thu	Spring	Business	OTA	None	Standard	7	0	143.31	0	4	1	3	2	2	2	3	1	1	3	3	great view from the room; internet was reliable; not what I expected
R002876	H007	Fri	Fall	Business	Direct	None	Standard	5	25	269.0	0	8	6	7	7	5	4	9	9	6	7	8	limited breakfast options; took too long to address; could be better
R002877	H020	Wed	Winter	Business	OTA	Gold	Standard	7	35	137.04	0	9	9	8	8	8	10	9	10	5	8	7	issue was resolved quickly; met expectations
R002878	H015	Sun	Winter	Business	Corporate	None	Premium	4	0	127.06	1	4	5	5	7	5	3	3	6	6	4	3	reasonable rate; good coffee; won’t be back
R002879	H008	Thu	Fall	Business	Group	Silver	Standard	2	18	171.88	0	4	5	6	5	5	1	6	6	7	5	5	front desk was unhelpful; okay overall
R002880	H019	Wed	Spring	Business	Group	None	Standard	7	16	229.7	0	6	8	8	6	4	4	9	7	6	6	5	good value; took too long to address; could be better
R002881	H016	Sun	Summer	Business	Direct	None	Standard	4	0	156.72	0	7	6	7	7	8	6	4	5	6	7	6	overpriced for what you get; could be better
R002882	H011	Wed	Fall	Business	Direct	Silver	Standard	3	29	182.66	0	6	4	2	2	6	1	4	1	5	4	5	room felt small; street noise was noticeable; needs improvement
R002883	H017	Mon	Spring	Business	Direct	None	Standard	5	26	80.0	0	5	7	7	5	3	6	7	6	6	6	5	front desk was unhelpful; AC was loud; met expectations
R002884	H019	Tue	Spring	Business	Corporate	Gold	Standard	3	42	209.34	0	6	7	6	4	9	6	8	6	5	6	6	internet was reliable; met expectations
R002885	H012	Fri	Winter	Business	Direct	Diamond	Standard	6	24	188.27	0	8	5	3	7	1	7	2	6	1	5	5	good coffee; okay overall
R002886	H003	Thu	Summer	Business	OTA	Gold	Standard	6	7	228.08	1	5	2	4	4	1	3	2	1	1	1	1	street noise was noticeable; fees felt high; won’t be back
R002887	H009	Thu	Winter	Business	Direct	None	Premium	1	24	80.0	0	6	7	5	7	6	4	5	5	5	5	5	reasonable rate; great view from the room; could be better
R002888	H005	Mon	Winter	Leisure	Direct	None	Standard	4	33	156.85	0	9	8	5	7	7	7	6	6	4	7	6	maintenance fixed it; met expectations
R002889	H014	Tue	Fall	Business	Corporate	Gold	Premium	6	12	232.85	0	6	7	6	9	9	9	6	6	8	8	8	noise from hallway; could be better
R002890	H002	Wed	Spring	Business	OTA	Silver	Standard	5	28	141.58	0	2	2	2	2	5	1	3	5	2	2	2	front desk was unhelpful; not what I expected
R002891	H010	Thu	Summer	Business	OTA	Gold	Standard	6	0	178.06	0	10	10	10	10	9	9	8	7	6	9	10	street noise was noticeable; great stay overall
R002892	H009	Wed	Winter	Leisure	Group	Gold	Standard	7	36	150.42	0	8	4	7	8	5	7	6	5	7	7	8	front desk was unhelpful; okay overall
R002893	H008	Thu	Summer	Leisure	Direct	None	Suite	3	28	151.89	0	4	4	5	5	2	2	3	2	1	4	3	breakfast was great; not what I expected
R002894	H013	Sat	Summer	Leisure	Direct	None	Standard	5	0	245.03	0	5	5	8	6	3	8	7	5	6	6	6	problem wasn’t resolved; could be better
R002895	H011	Fri	Spring	Leisure	OTA	Silver	Standard	1	23	89.6	0	4	5	4	4	1	5	1	4	2	4	3	street noise was noticeable; cleaning was excellent; not what I expected
R002896	H005	Fri	Spring	Business	OTA	Silver	Premium	2	0	171.98	0	7	6	7	9	9	6	8	8	7	8	7	wifi kept dropping; met expectations
R002897	H017	Thu	Spring	Leisure	OTA	None	Premium	5	11	190.11	0	5	6	5	8	6	2	10	5	8	5	6	room was spotless; front desk was unhelpful; met expectations
R002898	H009	Tue	Winter	Business	Direct	Silver	Standard	2	26	231.29	0	7	7	6	4	3	4	4	8	9	6	7	issue was resolved quickly; could be better
R002899	H004	Fri	Winter	Leisure	Group	Gold	Premium	6	16	167.68	1	6	4	8	4	2	7	9	8	5	5	4	street noise was noticeable; could be better
R002900	H014	Tue	Summer	Business	Direct	None	Standard	7	33	233.13	0	2	4	2	4	4	8	5	1	5	3	4	cleaning was excellent; needs improvement
R002901	H008	Fri	Winter	Business	OTA	None	Standard	7	19	171.72	0	3	3	2	3	2	1	1	4	1	3	2	overpriced for what you get; not what I expected
R002902	H013	Thu	Spring	Leisure	OTA	Gold	Standard	1	18	182.17	0	8	7	9	5	9	8	7	6	10	7	8	bed was comfortable; okay overall
R002903	H016	Fri	Winter	Business	Group	Gold	Suite	3	31	179.88	0	10	9	9	7	7	9	10	2	7	9	10	room felt small; highly recommend
R002904	H013	Sat	Fall	Leisure	OTA	Diamond	Standard	4	14	214.32	1	6	7	7	7	4	6	6	6	7	6	6	keys didn’t work at first; AC was loud; met expectations
R002905	H019	Wed	Spring	Business	Group	None	Premium	1	18	207.5	0	6	5	7	7	7	4	5	8	7	6	6	breakfast was great; slow response from staff; met expectations
R002906	H013	Mon	Summer	Leisure	Direct	Gold	Standard	7	19	108.22	0	6	4	3	4	4	3	4	9	4	4	4	limited breakfast options; overpriced for what you get; won’t be back
R002907	H008	Sun	Summer	Leisure	OTA	Gold	Standard	7	17	188.02	1	3	2	3	6	3	1	1	1	2	2	2	wifi was fast; needs improvement
R002908	H020	Wed	Spring	Business	Corporate	Gold	Standard	6	32	207.44	0	9	9	9	7	8	10	8	8	6	8	9	bathroom could be cleaner; took too long to address; okay overall
R002909	H011	Wed	Spring	Leisure	OTA	None	Premium	2	10	262.7	0	5	2	4	5	2	5	5	1	3	5	6	fees felt high; could be better
R002910	H015	Wed	Spring	Leisure	OTA	None	Premium	1	8	114.48	1	8	5	7	8	7	3	5	5	8	7	7	noise from hallway; could be better
R002911	H007	Thu	Summer	Leisure	Group	Silver	Premium	6	5	207.31	0	5	6	3	3	4	6	3	5	5	5	5	room felt small; okay overall
R002912	H019	Thu	Spring	Business	Direct	None	Standard	6	0	154.13	0	6	8	4	5	4	2	6	9	1	6	6	breakfast was crowded; met expectations
R002913	H019	Sat	Winter	Business	OTA	None	Standard	7	36	186.51	1	2	3	5	4	4	1	2	1	6	3	3	took too long to address; needs improvement
R002914	H020	Fri	Fall	Leisure	Corporate	Diamond	Suite	3	7	110.59	0	10	10	10	10	9	10	9	10	10	10	10	breakfast was crowded; highly recommend
R002915	H008	Thu	Summer	Business	Group	None	Standard	2	15	174.2	0	3	1	1	5	4	3	1	2	4	3	2	check-in was quick; won’t be back
R002916	H018	Sat	Winter	Business	Group	Diamond	Standard	7	37	194.14	0	10	10	10	10	10	6	10	9	8	10	10	issue was resolved quickly; wifi was fast; great stay overall
R002917	H014	Sat	Fall	Business	Corporate	Silver	Standard	1	16	116.79	1	6	6	10	7	5	8	5	5	3	6	8	issue was resolved quickly; room felt small; okay overall
R002918	H002	Mon	Winter	Leisure	Direct	Gold	Standard	5	24	261.93	0	7	3	5	5	6	3	5	1	3	5	6	room felt small; could be better
R002919	H019	Fri	Winter	Business	Group	None	Standard	4	1	82.35	0	4	4	6	6	5	3	6	3	5	4	5	overpriced for what you get; needs improvement
R002920	H011	Mon	Winter	Leisure	OTA	Silver	Standard	4	35	207.25	1	4	5	4	2	2	3	3	2	2	2	1	keys didn’t work at first; not what I expected
R002921	H011	Wed	Fall	Leisure	OTA	Silver	Standard	3	17	80.0	0	5	6	4	6	4	5	5	5	1	5	3	problem wasn’t resolved; could hear neighbors; okay overall
R002922	H008	Sat	Spring	Business	OTA	Diamond	Premium	1	6	159.7	1	7	7	3	9	7	5	7	9	3	7	7	internet was reliable; check-in was quick; okay overall
R002923	H018	Sat	Fall	Business	Corporate	None	Premium	5	6	203.78	0	6	6	5	8	7	7	4	5	5	7	6	room felt small; okay overall
R002924	H002	Sun	Summer	Leisure	OTA	None	Standard	2	38	217.76	0	2	5	3	3	2	4	4	3	2	3	3	issue was resolved quickly; hallways felt dirty; not what I expected
R002925	H008	Thu	Summer	Business	Corporate	Diamond	Suite	1	11	168.68	0	9	9	10	10	10	7	8	8	8	9	8	quiet at night; would definitely return
R002926	H012	Mon	Spring	Leisure	Direct	None	Standard	3	6	160.5	0	6	6	5	5	6	4	6	4	7	6	7	took too long to address; could be better
R002927	H004	Mon	Winter	Leisure	Direct	Silver	Standard	3	13	209.05	0	7	3	4	7	4	10	3	2	5	4	5	breakfast was great; needs improvement
R002928	H005	Tue	Summer	Leisure	OTA	None	Premium	6	19	232.04	0	8	9	10	10	9	6	5	5	10	9	7	noise from hallway; highly recommend
R002929	H013	Wed	Spring	Business	Direct	None	Standard	3	20	257.78	1	4	6	7	4	4	1	2	4	3	5	4	fees felt high; met expectations
R002930	H012	Thu	Summer	Leisure	OTA	Silver	Premium	4	23	97.55	0	4	8	5	5	6	4	7	5	7	5	4	overpriced for what you get; could be better
R002931	H017	Fri	Winter	Leisure	Direct	Silver	Standard	4	21	162.96	0	5	6	8	6	6	5	5	10	8	5	3	good value; met expectations
R002932	H017	Tue	Fall	Business	OTA	Silver	Standard	6	26	80.0	0	4	2	3	2	3	4	1	4	3	4	5	limited breakfast options; needs improvement
R002933	H001	Tue	Summer	Leisure	Direct	Silver	Standard	1	15	92.95	0	5	6	6	5	5	3	6	3	3	5	4	internet was reliable; okay overall
R002934	H008	Tue	Summer	Leisure	Direct	Gold	Suite	1	43	132.75	0	5	4	5	6	5	7	5	6	1	5	5	breakfast was crowded; could be better
R002935	H017	Sat	Summer	Leisure	OTA	Diamond	Standard	7	12	226.9	0	9	7	5	6	8	7	10	6	8	8	7	maintenance fixed it; keys didn’t work at first; okay overall
R002936	H019	Wed	Spring	Business	Direct	None	Standard	3	34	146.15	0	5	5	8	7	8	6	6	5	8	7	6	issue was resolved quickly; staff was friendly; could be better
R002937	H002	Tue	Spring	Business	Direct	None	Standard	6	11	157.66	1	4	4	6	5	1	5	1	1	3	4	4	good coffee; won’t be back
R002938	H016	Thu	Winter	Business	Direct	None	Standard	5	1	193.0	0	5	7	5	2	5	2	5	5	5	5	5	street noise was noticeable; could be better
R002939	H005	Tue	Summer	Business	Direct	Gold	Standard	6	0	134.77	0	10	10	9	10	10	10	10	10	10	10	10	breakfast was great; highly recommend
R002940	H017	Wed	Winter	Business	OTA	None	Premium	5	22	80.0	0	2	6	4	2	4	1	3	4	2	4	4	internet was reliable; needs improvement
R002941	H009	Sat	Winter	Leisure	Direct	Silver	Standard	2	32	130.24	0	4	3	3	1	2	2	6	1	3	2	3	reasonable rate; needs improvement
R002942	H003	Wed	Winter	Business	OTA	None	Standard	4	4	167.76	0	2	1	3	3	3	3	1	4	1	3	3	could hear neighbors; bathroom could be cleaner; not what I expected
R002943	H005	Tue	Spring	Leisure	OTA	Silver	Standard	3	7	203.11	1	5	8	10	9	10	10	10	7	8	6	6	hallways felt dirty; okay overall
R002944	H019	Tue	Summer	Business	OTA	Gold	Standard	3	23	162.62	0	7	6	4	7	6	7	2	7	6	6	6	maintenance fixed it; okay overall
R002945	H016	Mon	Summer	Business	OTA	Silver	Standard	4	18	202.11	1	8	9	7	7	10	7	4	8	5	7	7	breakfast was crowded; okay overall
R002946	H001	Sun	Spring	Business	Direct	Silver	Premium	1	11	230.48	0	5	2	8	6	8	1	5	6	3	5	5	great service from the team; okay overall
R002947	H019	Fri	Spring	Business	Group	None	Standard	1	3	242.23	0	3	4	2	3	2	2	1	5	3	1	1	mobile check-in worked well; breakfast was great; not what I expected
R002948	H017	Thu	Summer	Leisure	OTA	Silver	Standard	5	22	185.34	1	3	1	4	1	2	1	4	2	2	1	2	fees felt high; not what I expected
R002949	H011	Thu	Summer	Leisure	Direct	None	Standard	1	26	106.77	0	5	2	2	4	1	3	1	1	4	3	3	took too long to address; not what I expected
R002950	H001	Tue	Fall	Leisure	Group	Gold	Premium	7	24	100.3	0	7	5	6	6	8	9	9	8	5	7	7	problem wasn’t resolved; noise from hallway; okay overall
R002951	H009	Wed	Fall	Business	OTA	None	Suite	5	18	105.89	0	4	4	3	4	4	3	2	1	3	3	2	quiet at night; needs improvement
R002952	H004	Wed	Fall	Leisure	OTA	None	Premium	6	5	110.51	0	7	9	9	4	8	8	9	3	9	7	6	bed was comfortable; could be better
R002953	H008	Sat	Fall	Business	Corporate	None	Standard	4	22	180.96	0	2	2	4	5	1	2	2	1	1	2	1	quiet at night; not what I expected
R002954	H007	Sat	Fall	Leisure	Direct	Silver	Standard	5	21	288.25	0	2	5	1	2	1	2	2	1	4	3	3	long line at check-in; needs improvement
R002955	H015	Wed	Summer	Business	Corporate	Diamond	Suite	2	2	187.71	0	7	9	7	8	3	5	4	9	6	8	8	maintenance fixed it; met expectations
R002956	H015	Sat	Summer	Business	OTA	None	Standard	5	14	169.96	0	5	3	6	5	5	6	5	4	8	5	4	quiet at night; okay overall
R002957	H004	Mon	Summer	Business	OTA	None	Standard	3	22	232.71	0	7	3	6	5	7	6	8	7	3	6	5	could hear neighbors; staff was friendly; met expectations
R002958	H018	Tue	Winter	Business	Direct	None	Premium	6	17	125.29	0	3	3	5	5	4	2	4	3	5	4	4	long line at check-in; not what I expected
R002959	H014	Mon	Spring	Business	Direct	Diamond	Premium	3	0	237.52	0	9	10	10	10	9	10	10	10	10	10	10	good value; would definitely return
R002960	H014	Tue	Fall	Leisure	Group	Gold	Standard	6	10	233.07	0	9	6	8	8	4	8	7	8	7	7	7	good coffee; wifi was fast; okay overall
R002961	H016	Tue	Summer	Leisure	Direct	None	Standard	7	10	178.54	0	5	7	5	3	5	5	6	7	9	6	6	front desk was unhelpful; could be better
R002962	H015	Sun	Winter	Leisure	Direct	Silver	Premium	1	25	300.62	1	6	5	6	7	8	6	5	6	5	5	5	internet was reliable; could be better
R002963	H016	Wed	Spring	Business	OTA	Gold	Standard	1	49	241.91	0	9	10	10	9	6	9	5	6	9	9	8	street noise was noticeable; great stay overall
R002964	H006	Wed	Winter	Leisure	Corporate	Gold	Premium	3	20	177.72	0	3	2	1	5	2	4	3	5	5	3	3	room felt small; won’t be back
R002965	H014	Mon	Spring	Business	Direct	Silver	Standard	4	4	166.38	0	7	6	7	6	5	4	9	5	7	5	6	limited breakfast options; reasonable rate; met expectations
R002966	H020	Mon	Summer	Business	Corporate	Gold	Premium	7	16	149.09	0	5	8	8	7	7	4	6	5	7	7	7	wifi kept dropping; okay overall
R002967	H016	Tue	Summer	Business	OTA	Silver	Premium	4	18	167.16	0	8	10	8	8	10	6	10	8	5	9	9	room was spotless; great stay overall
R002968	H009	Tue	Summer	Business	Corporate	None	Standard	6	27	168.89	1	5	7	6	6	7	3	6	6	4	6	6	maintenance fixed it; okay overall
R002969	H013	Wed	Winter	Leisure	Direct	None	Standard	6	33	155.83	0	7	4	5	5	5	4	8	5	3	5	5	street noise was noticeable; okay overall
R002970	H019	Tue	Spring	Business	Direct	None	Standard	5	35	162.16	0	5	5	2	4	4	5	2	9	7	5	4	good coffee; okay overall
R002971	H014	Tue	Winter	Business	OTA	None	Premium	7	24	103.45	0	9	7	6	6	10	9	8	6	5	7	7	check-in was quick; could be better
R002972	H016	Fri	Spring	Leisure	Direct	None	Standard	3	18	140.91	0	8	7	7	8	6	5	10	4	7	8	9	wifi was weak in the room; good value; met expectations
R002973	H018	Sun	Summer	Business	OTA	Gold	Standard	5	36	80.0	0	5	4	3	2	2	2	6	4	6	4	3	long line at check-in; needs improvement
R002974	H008	Mon	Winter	Leisure	Direct	Gold	Premium	6	14	199.87	0	5	7	8	5	5	5	3	6	6	6	5	hallways felt dirty; could be better
R002975	H007	Fri	Fall	Business	Corporate	None	Premium	7	19	179.8	1	5	6	7	6	2	4	8	10	10	5	7	cleaning was excellent; staff was friendly; could be better
R002976	H007	Fri	Summer	Leisure	Corporate	None	Premium	2	15	167.64	0	10	7	8	7	8	8	5	9	9	9	10	internet was reliable; would definitely return
R002977	H008	Fri	Spring	Leisure	Corporate	Silver	Standard	6	0	228.17	0	2	3	6	1	4	3	1	2	1	3	4	bathroom could be cleaner; not what I expected
